id,flag,telephonenumber,basepackage,productname,productid,subscriptiondate,createddate,price,promotion,category,testfield1
323,,2345891051,Base Pack,Pro1,PROD001,28102021130303,28102021130303,300,,,
324,,2345891023,Base Pack,Pro1,PROD001,28102021130303,28102021130303,300,,,
325,,2345891045,Base Pack,Pro1,PROD001,28102021130303,28102021130303,300,,,
326,,2345891026,Base Pack,Pro1,PROD001,28102021130303,28102021130303,300,,,
327,,2345891029,Base Pack,Pro1,PROD001,28102021130303,28102021130303,300,,,
328,,2345891002,Base Pack,Pro1,PROD001,28102021130303,28102021130303,300,,,
329,,2345891054,Base Pack,Pro1,PROD001,28102021130303,28102021130303,300,,,
330,,2345891014,Base Pack,Pro1,PROD001,28102021130303,28102021130303,300,,,
331,,2345891006,Base Pack,Pro1,PROD001,28102021130303,28102021130303,300,,,
332,,2345891007,Base Pack,Pro1,PROD001,28102021130303,28102021130303,300,,,
333,,2345891046,Base Pack,Pro1,PROD001,28102021130303,28102021130303,300,,,
334,,2345891055,Base Pack,Pro1,PROD001,28102021130303,28102021130303,300,,,
335,,2345891053,Base Pack,Pro1,PROD001,28102021130303,28102021130303,300,,,
336,,2345891020,Base Pack,Pro1,PROD001,28102021130303,28102021130303,300,,,
337,,2345891068,Base Pack,Pro1,PROD001,28102021130303,28102021130303,300,,,
338,,2345891059,Base Pack,Pro1,PROD001,28102021130303,28102021130303,300,,,
339,,2345891043,Base Pack,Pro1,PROD001,28102021130303,28102021130303,300,,,
340,,2345891040,Base Pack,Pro1,PROD001,28102021130303,28102021130303,300,,,
341,,2345891064,Base Pack,Pro1,PROD001,28102021130303,28102021130303,300,,,
342,,2345891060,Base Pack,Pro1,PROD001,28102021130303,28102021130303,300,,,
343,,2345891047,Base Pack,Pro1,PROD001,28102021130303,28102021130303,300,,,
344,,2345891069,Base Pack,Pro1,PROD001,28102021130303,28102021130303,300,,,
345,,2345891041,Base Pack,Pro1,PROD001,28102021130303,28102021130303,300,,,
346,,2345891037,Base Pack,Pro1,PROD001,28102021130303,28102021130303,300,,,
347,,2345891056,Base Pack,Pro1,PROD001,28102021130303,28102021130303,300,,,
348,,2345891025,Base Pack,Pro1,PROD001,28102021130303,28102021130303,300,,,
349,,2345891004,Base Pack,Pro1,PROD001,28102021130303,28102021130303,300,,,
350,,2345891061,Base Pack,Pro1,PROD001,28102021130303,28102021130303,300,,,
351,,2345891066,Base Pack,Pro1,PROD001,28102021130303,28102021130303,300,,,
352,,2345891013,Base Pack,Pro1,PROD001,28102021130303,28102021130303,300,,,
353,,2345891063,Base Pack,Pro1,PROD001,28102021130303,28102021130303,300,,,
354,,2345891027,Base Pack,Pro1,PROD001,28102021130303,28102021130303,300,,,
355,,2345891010,Base Pack,Pro1,PROD001,28102021130303,28102021130303,300,,,
356,,2345891018,Base Pack,Pro1,PROD001,28102021130303,28102021130303,300,,,
357,,2345891031,Base Pack,Pro1,PROD001,28102021130303,28102021130303,300,,,
358,,2345891038,Base Pack,Pro1,PROD001,28102021130303,28102021130303,300,,,
359,,2345891044,Base Pack,Pro1,PROD001,28102021130303,28102021130303,300,,,
360,,2345891022,Base Pack,Pro1,PROD001,28102021130303,28102021130303,300,,,
361,,2345891005,Base Pack,Pro1,PROD001,28102021130303,28102021130303,300,,,
362,,2345891049,Base Pack,Pro1,PROD001,28102021130303,28102021130303,300,,,
363,,2345891008,Base Pack,Pro1,PROD001,28102021130303,28102021130303,300,,,
364,,2345891019,Base Pack,Pro1,PROD001,28102021130303,28102021130303,300,,,
365,,2345891057,Base Pack,Pro1,PROD001,28102021130303,28102021130303,300,,,
366,,2345891028,Base Pack,Pro1,PROD001,28102021130303,28102021130303,300,,,
367,,2345891067,Base Pack,Pro1,PROD001,28102021130303,28102021130303,300,,,
368,,2345891039,Base Pack,Pro1,PROD001,28102021130303,28102021130303,300,,,
369,,2345891015,Base Pack,Pro1,PROD001,28102021130303,28102021130303,300,,,
370,,2345891016,Base Pack,Pro1,PROD001,28102021130303,28102021130303,300,,,
371,,2345891009,Base Pack,Pro1,PROD001,28102021130303,28102021130303,300,,,
372,,2345891052,Base Pack,Pro1,PROD001,28102021130303,28102021130303,300,,,
373,,2345891012,Base Pack,Pro1,PROD001,28102021130303,28102021130303,300,,,
374,,2345891035,Base Pack,Pro1,PROD001,28102021130303,28102021130303,300,,,
375,,2345891048,Base Pack,Pro1,PROD001,28102021130303,28102021130303,300,,,
376,,2345891011,Base Pack,Pro1,PROD001,28102021130303,28102021130303,300,,,
377,,2345891065,Base Pack,Pro1,PROD001,28102021130303,28102021130303,300,,,
378,,2345891036,Base Pack,Pro1,PROD001,28102021130303,28102021130303,300,,,
379,,2345891001,Base Pack,Pro1,PROD001,28102021130303,28102021130303,300,,,
380,,2345891074,Base Pack,Pro1,PROD001,28102021130303,28102021130303,300,,,
381,,2345891030,Base Pack,Pro1,PROD001,28102021130303,28102021130303,300,,,
382,,2345891003,Base Pack,Pro1,PROD001,28102021130303,28102021130303,300,,,
383,,2345891042,Base Pack,Pro1,PROD001,28102021130303,28102021130303,300,,,
384,,2345891000,Base Pack,Pro1,PROD001,28102021130303,28102021130303,300,,,
